time,sensor,x,y,z,sensor,x,y,z,sensor,x,y,z,activity
 302263.86713, 3,  -0.043,  0.349,  9.615, 4,  -0.007, -0.002, -0.021, 5,  24.720,  4.560, 10.320, 5 
 302263.92725, 3,  -0.062,  0.430,  9.820, 4,  -0.009, -0.006, -0.021, 5,  24.720,  4.560, 10.320, 5 
 302263.98704, 3,  -0.077,  0.349,  9.777, 4,  -0.006, -0.003, -0.020, 5,  24.720,  4.620, 10.320, 5 
 302264.04688, 3,  -0.086,  0.344,  9.777, 4,  -0.007, -0.003, -0.022, 5,  24.720,  4.620, 10.380, 5 
 302264.10643, 3,  -0.024,  0.454,  9.629, 4,  -0.007, -0.002, -0.022, 5,  24.720,  4.620, 10.380, 5 
 302264.16651, 3,  -0.105,  0.392,  9.753, 4,  -0.007, -0.006, -0.021, 5,  24.780,  4.680, 10.380, 5 
 302264.22603, 3,  -0.077,  0.368,  9.787, 4,  -0.006, -0.006, -0.023, 5,  24.780,  4.680, 10.440, 5 
 302264.28642, 3,  -0.057,  0.464,  9.720, 4,  -0.009, -0.006, -0.022, 5,  24.780,  4.740, 10.440, 5 
 302264.34594, 3,  -0.053,  0.392,  9.753, 4,  -0.008, -0.005, -0.022, 5,  24.780,  4.740, 10.500, 5 
 302264.40596, 3,  -0.067,  0.430,  9.806, 4,  -0.008, -0.005, -0.022, 5,  24.780,  4.800, 10.500, 5 
 302264.46613, 3,  -0.072,  0.311,  9.739, 4,  -0.008, -0.004, -0.021, 5,  24.780,  4.800, 10.500, 5 
 302264.52548, 3,  -0.062,  0.335,  9.729, 4,  -0.007, -0.006, -0.022, 5,  24.840,  4.860, 10.500, 5 
 302264.58603, 3,  -0.091,  0.282,  9.787, 4,  -0.009, -0.006, -0.021, 5,  24.840,  4.860, 10.500, 5 
 302264.64532, 3,  -0.067,  0.426,  9.811, 4,  -0.008, -0.006, -0.020, 5,  24.840,  4.860, 10.500, 5 
 302264.70547, 3,  -0.096,  0.339,  9.777, 4,  -0.007, -0.003, -0.021, 5,  24.840,  4.920, 10.500, 5 
 302264.76525, 3,  -0.139,  0.296,  9.792, 4,  -0.008, -0.004, -0.022, 5,  24.900,  4.920, 10.500, 5 
 302264.82501, 3,  -0.072,  0.296,  9.725, 4,  -0.008, -0.003, -0.022, 5,  24.900,  4.920, 10.500, 5 
 302264.88518, 3,  -0.158,  0.325,  9.696, 4,  -0.007, -0.005, -0.021, 5,  24.900,  4.980, 10.500, 5 
 302264.94478, 3,  -0.110,  0.426,  9.643, 4,  -0.007, -0.005, -0.021, 5,  24.900,  4.920, 10.500, 5 
 302265.00485, 3,  -0.072,  0.291,  9.634, 4,  -0.006, -0.006, -0.023, 5,  24.900,  4.920, 10.500, 5 
 302265.06484, 3,  -0.053,  0.359,  9.873, 4,  -0.007, -0.005, -0.022, 5,  24.900,  4.920, 10.500, 5 
 302265.12433, 3,  -0.091,  0.406,  9.758, 4,  -0.008, -0.005, -0.020, 5,  24.900,  4.920, 10.500, 5 
 302265.18448, 3,  -0.091,  0.440,  9.658, 4,  -0.007, -0.005, -0.020, 5,  24.900,  4.920, 10.440, 5 
 302265.24433, 3,  -0.105,  0.402,  9.806, 4,  -0.007, -0.004, -0.021, 5,  24.900,  4.920, 10.440, 5 
 302265.30390, 3,  -0.067,  0.402,  9.835, 4,  -0.007, -0.005, -0.022, 5,  24.900,  4.920, 10.380, 5 
 302265.36409, 3,  -0.067,  0.354,  9.705, 4,  -0.007, -0.004, -0.021, 5,  24.900,  4.920, 10.320, 5 
 302265.42360, 3,  -0.086,  0.382,  9.796, 4,  -0.007, -0.004, -0.021, 5,  24.900,  4.920, 10.260, 5 
 302265.48375, 3,  -0.072,  0.363,  9.777, 4,  -0.007, -0.005, -0.019, 5,  24.900,  4.920, 10.200, 5 
 302265.54363, 3,  -0.057,  0.392,  9.854, 4,  -0.009, -0.004, -0.021, 5,  24.900,  4.920, 10.140, 5 
 302265.60324, 3,  -0.115,  0.382,  9.811, 4,  -0.009, -0.003, -0.021, 5,  24.840,  4.980, 10.080, 5 
 302265.66311, 3,  -0.067,  0.330,  9.753, 4,  -0.008, -0.004, -0.023, 5,  24.900,  4.980, 10.080, 5 
 302265.72293, 3,  -0.153,  0.339,  9.844, 4,  -0.007, -0.005, -0.022, 5,  24.900,  4.980, 10.020, 5 
 302265.78307, 3,  -0.081,  0.397,  9.677, 4,  -0.009, -0.001, -0.022, 5,  24.900,  4.980,  9.960, 5 
 302265.84286, 3,  -0.105,  0.459,  9.758, 4,  -0.006, -0.003, -0.021, 5,  24.900,  4.980,  9.960, 5 
 302265.90273, 3,  -0.124,  0.387,  9.825, 4,  -0.007, -0.006, -0.022, 5,  24.900,  4.980,  9.900, 5 
 302265.96263, 3,  -0.019,  0.397,  9.916, 4,  -0.009, -0.006, -0.022, 5,  24.900,  4.980,  9.900, 5 
 302266.02221, 3,  -0.101,  0.426,  9.768, 4,  -0.006, -0.005, -0.020, 5,  24.900,  4.980,  9.900, 5 
 302266.08232, 3,  -0.062,  0.330,  9.725, 4,  -0.008, -0.005, -0.022, 5,  24.900,  4.980,  9.900, 5 
 302266.14221, 3,  -0.110,  0.349,  9.796, 4,  -0.009, -0.004, -0.021, 5,  24.900,  4.980,  9.900, 5 
 302266.20204, 3,  -0.101,  0.363,  9.763, 4,  -0.008, -0.004, -0.022, 5,  24.900,  4.980,  9.900, 5 
 302266.26184, 3,  -0.057,  0.344,  9.753, 4,  -0.007, -0.005, -0.021, 5,  24.900,  4.980,  9.900, 5 
 
