time,sensor,x,y,z,sensor,x,y,z,sensor,x,y,z,activity
 302238.90649, 3,  -0.101,  0.392,  9.749, 4,  -0.008, -0.002, -0.019, 5,  24.660,  4.620, 10.740, 4 
 302238.96649, 3,  -0.101,  0.363,  9.749, 4,  -0.007, -0.003, -0.022, 5,  24.660,  4.620, 10.740, 4 
 302239.02622, 3,  -0.144,  0.311,  9.763, 4,  -0.007, -0.005, -0.021, 5,  24.660,  4.560, 10.740, 4 
 302239.08623, 3,  -0.120,  0.330,  9.720, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.560, 10.740, 4 
 302239.14592, 3,  -0.072,  0.416,  9.763, 4,  -0.008, -0.005, -0.022, 5,  24.600,  4.560, 10.740, 4 
 302239.20623, 3,  -0.110,  0.363,  9.844, 4,  -0.007, -0.003, -0.023, 5,  24.600,  4.500, 10.680, 4 
 302239.26579, 3,   0.010,  0.291,  9.571, 4,  -0.007, -0.004, -0.020, 5,  24.600,  4.500, 10.680, 4 
 302239.32600, 3,  -0.134,  0.373,  9.758, 4,  -0.008, -0.005, -0.022, 5,  24.540,  4.500, 10.680, 4 
 302239.38574, 3,  -0.077,  0.406,  9.777, 4,  -0.008, -0.005, -0.021, 5,  24.540,  4.500, 10.620, 4 
 302239.44552, 3,  -0.134,  0.349,  9.868, 4,  -0.007, -0.005, -0.020, 5,  24.600,  4.500, 10.620, 4 
 302239.50530, 3,  -0.144,  0.382,  9.902, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.500, 10.560, 4 
 302239.56551, 3,  -0.019,  0.349,  9.763, 4,  -0.005, -0.003, -0.020, 5,  24.600,  4.500, 10.500, 4 
 302239.62527, 3,  -0.144,  0.382,  9.734, 4,  -0.008, -0.005, -0.021, 5,  24.600,  4.500, 10.500, 4 
 302239.68477, 3,  -0.124,  0.363,  9.768, 4,  -0.008, -0.005, -0.020, 5,  24.600,  4.500, 10.440, 4 
 302239.74475, 3,   0.000,  0.344,  9.691, 4,  -0.007, -0.006, -0.020, 5,  24.600,  4.560, 10.440, 4 
 302239.80492, 3,  -0.057,  0.392,  9.907, 4,  -0.007, -0.006, -0.022, 5,  24.540,  4.560, 10.380, 4 
 302239.86480, 3,  -0.134,  0.330,  9.758, 4,  -0.008, -0.005, -0.021, 5,  24.540,  4.560, 10.380, 4 
 302239.92454, 3,  -0.124,  0.406,  9.926, 4,  -0.007, -0.005, -0.021, 5,  24.540,  4.560, 10.320, 4 
 302239.98451, 3,  -0.101,  0.344,  9.835, 4,  -0.005, -0.003, -0.022, 5,  24.540,  4.560, 10.260, 4 
 302240.04397, 3,  -0.101,  0.397,  9.595, 4,  -0.007, -0.005, -0.022, 5,  24.600,  4.560, 10.260, 4 
 302240.10395, 3,  -0.115,  0.445,  9.691, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.620, 10.200, 4 
 302240.16379, 3,  -0.048,  0.344,  9.763, 4,  -0.007, -0.006, -0.022, 5,  24.600,  4.620, 10.200, 4 
 302240.22392, 3,  -0.057,  0.325,  9.811, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.560, 10.200, 4 
 302240.28394, 3,  -0.077,  0.440,  9.734, 4,  -0.009, -0.005, -0.022, 5,  24.600,  4.560, 10.200, 4 
 302240.34367, 3,  -0.158,  0.387,  9.739, 4,  -0.007, -0.005, -0.021, 5,  24.600,  4.500, 10.200, 4 
 302240.40353, 3,  -0.139,  0.473,  9.734, 4,  -0.008, -0.003, -0.021, 5,  24.600,  4.500, 10.200, 4 
 302240.46309, 3,  -0.010,  0.330,  9.782, 4,  -0.006, -0.003, -0.022, 5,  24.600,  4.500, 10.200, 4 
 302240.52316, 3,  -0.086,  0.282,  9.811, 4,  -0.007, -0.006, -0.022, 5,  24.660,  4.440, 10.200, 4 
 302240.58287, 3,  -0.144,  0.435,  9.854, 4,  -0.008, -0.004, -0.020, 5,  24.660,  4.440, 10.200, 4 
 302240.64235, 3,  -0.101,  0.397,  9.662, 4,  -0.007, -0.004, -0.022, 5,  24.660,  4.500, 10.200, 4 
 302240.70254, 3,  -0.062,  0.392,  9.667, 4,  -0.007, -0.005, -0.022, 5,  24.660,  4.500, 10.200, 4 
 302240.76213, 3,  -0.086,  0.373,  9.816, 4,  -0.006, -0.004, -0.021, 5,  24.660,  4.500, 10.200, 4 
 302240.82253, 3,  -0.153,  0.344,  9.787, 4,  -0.007, -0.006, -0.022, 5,  24.720,  4.500, 10.200, 4 
 302240.88243, 3,  -0.067,  0.426,  9.658, 4,  -0.007, -0.003, -0.021, 5,  24.720,  4.500, 10.200, 4 
 302240.94186, 3,  -0.024,  0.368,  9.720, 4,  -0.007, -0.002, -0.022, 5,  24.720,  4.560, 10.200, 4 
 302241.00203, 3,  -0.081,  0.363,  9.782, 4,  -0.007, -0.003, -0.022, 5,  24.720,  4.560, 10.200, 4 
 302241.06162, 3,  -0.062,  0.339,  9.658, 4,  -0.008, -0.004, -0.022, 5,  24.720,  4.620, 10.140, 4 
 302241.12168, 3,  -0.053,  0.454,  9.835, 4,  -0.008, -0.006, -0.022, 4 
 302241.18170, 3,  -0.091,  0.359,  9.911, 4,  -0.006, -0.005, -0.022, 5,  24.720,  4.680, 10.140, 4 
 302241.24133, 3,  -0.158,  0.464,  9.854, 4,  -0.008, -0.003, -0.021, 5,  24.720,  4.680, 10.140, 4 
 302241.30140, 3,  -0.062,  0.349,  9.753, 4,  -0.007, -0.003, -0.021, 5,  24.720,  4.740, 10.080, 4 
 
